,threshold,MCC,precision,recall,f1,accuracy,threshold_strategy,language_pair,split,seed,model_type,exp_group
92,0.1,0.28464534878730774,0.26861703395843506,0.716312050819397,0.39071565866470337,0.6850000023841858,extreme,en-zh,dev,89,supervised,train_multilingual_auth_demetr_data_single
93,0.5,0.3424634337425232,0.4071856141090393,0.4822694957256317,0.44155845046043396,0.828000009059906,default,en-zh,dev,928,supervised,train_multilingual_auth_demetr_data_single
94,0.5,0.3424634337425232,0.4071856141090393,0.4822694957256317,0.44155845046043396,0.828000009059906,best,en-zh,dev,928,supervised,train_multilingual_auth_demetr_data_single
95,0.1,0.29893597960472107,0.3082437217235565,0.609929084777832,0.4095238149166107,0.7519999742507935,extreme,en-zh,dev,928,supervised,train_multilingual_auth_demetr_data_single
96,0.5,0.3722161054611206,0.4423076808452606,0.4893617033958435,0.46464645862579346,0.8410000205039978,default,en-zh,dev,107,supervised,train_multilingual_auth_demetr_data_single
97,0.5,0.3722161054611206,0.4423076808452606,0.4893617033958435,0.46464645862579346,0.8410000205039978,best,en-zh,dev,107,supervised,train_multilingual_auth_demetr_data_single
98,0.1,0.2893495261669159,0.251655638217926,0.8085106611251831,0.38383838534355164,0.6340000033378601,extreme,en-zh,dev,107,supervised,train_multilingual_auth_demetr_data_single
99,0.5,0.37594813108444214,0.4430379867553711,0.4964539110660553,0.46822741627693176,0.8410000205039978,default,en-zh,dev,2710,supervised,train_multilingual_auth_demetr_data_single
100,0.51,0.37700608372688293,0.4533333480358124,0.4822694957256317,0.4673539400100708,0.8450000286102295,best,en-zh,dev,2710,supervised,train_multilingual_auth_demetr_data_single
101,0.1,0.3106171786785126,0.29573169350624084,0.6879432797431946,0.41364604234695435,0.7250000238418579,extreme,en-zh,dev,2710,supervised,train_multilingual_auth_demetr_data_single
102,0.5,0.35981249809265137,0.4475524425506592,0.45390069484710693,0.4507042169570923,0.843999981880188,default,en-zh,dev,42,supervised,train_multilingual_auth_demetr_data_single
